INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('83#雷电分析仪',4.6,'是','异常','闭合',203.4,204.8,176.0,27.5,29.9,66.1,236.4,232.5,234.6,2.8,28.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('55#雷电分析仪',2.7,'是','异常','闭合',126.7,238.8,116.5,19.3,19.6,22.5,199.8,112.2,205.4,7.4,38.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('26#雷电分析仪',1.3,'否','正常','打开',124.6,237.2,171.2,84.9,85.7,79.5,177.2,110.8,116.7,4.3,35.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('86#雷电分析仪',8.3,'否','正常','打开',239.4,230.4,175.6,23.2,13.5,24.3,233.9,121.0,101.3,8.3,30.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('55#雷电分析仪',1.4,'是','异常','打开',162.2,174.3,146.6,63.5,71.9,61.2,198.0,204.9,120.7,5.5,26.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('26#雷电分析仪',4.9,'是','异常','闭合',222.5,155.5,187.1,13.7,56.3,75.2,212.3,172.5,127.7,3.7,25.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('86#雷电分析仪',8.8,'否','正常','闭合',238.0,171.8,145.0,75.1,87.2,26.8,204.3,146.8,129.4,8.5,23.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('60#雷电分析仪',9.2,'是','正常','打开',236.9,138.0,178.5,53.2,29.4,89.2,131.0,162.2,148.2,5.4,38.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('60#雷电分析仪',6.3,'是','异常','闭合',236.2,156.5,176.7,13.2,49.4,16.4,210.3,109.8,188.0,0.5,23.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('57#雷电分析仪',6.2,'否','正常','打开',128.4,106.7,208.9,58.2,83.8,14.9,107.0,184.9,117.8,7.9,23.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('10#雷电分析仪',6.2,'是','正常','打开',218.2,237.9,123.7,49.9,29.6,73.3,214.4,144.4,119.5,2.1,36.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('47#雷电分析仪',8.8,'否','异常','打开',157.2,145.1,130.0,29.4,36.0,84.4,159.1,210.7,115.2,3.1,25.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('6#雷电分析仪',7.6,'否','异常','闭合',140.9,195.6,221.1,67.9,89.7,56.9,233.9,136.5,165.2,0.9,31.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('82#雷电分析仪',6.3,'否','正常','闭合',155.0,213.1,231.0,68.4,69.9,51.8,157.3,214.2,222.7,9.4,24.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('68#雷电分析仪',5.3,'否','异常','闭合',167.9,180.3,184.2,58.5,87.8,85.0,130.8,117.5,221.3,0.5,39.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('41#雷电分析仪',1.1,'是','异常','打开',137.9,219.4,223.8,11.9,86.4,18.9,132.5,215.7,184.1,7.7,32.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('87#雷电分析仪',4.9,'否','异常','打开',133.6,196.3,116.8,72.7,76.1,86.3,127.9,189.4,199.0,1.7,36.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('64#雷电分析仪',3.0,'是','正常','打开',202.2,113.2,138.2,79.2,23.0,65.8,191.9,170.2,103.2,5.9,23.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('72#雷电分析仪',7.0,'是','正常','闭合',102.6,158.1,231.1,38.7,43.3,83.9,210.9,123.9,141.5,4.1,24.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('24#雷电分析仪',4.2,'否','正常','打开',214.7,106.9,208.6,78.0,85.4,25.4,230.3,115.9,104.3,5.7,29.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('31#雷电分析仪',1.4,'否','异常','打开',143.5,140.3,215.6,88.1,12.7,41.8,105.3,150.1,192.2,8.8,26.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('20#雷电分析仪',4.5,'是','异常','闭合',119.0,109.6,120.6,51.3,37.6,48.2,116.0,229.4,130.6,3.5,34.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('22#雷电分析仪',7.0,'是','异常','闭合',175.6,114.9,219.0,46.7,31.9,64.0,228.4,221.0,111.1,2.8,20.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('87#雷电分析仪',0.1,'否','异常','闭合',231.0,136.5,103.4,46.1,85.6,52.2,132.2,188.2,232.4,1.6,26.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('10#雷电分析仪',9.8,'是','异常','闭合',113.1,170.2,116.3,27.8,21.6,14.2,184.1,165.7,185.7,9.4,37.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('20#雷电分析仪',2.7,'否','异常','闭合',227.4,212.1,203.3,11.2,48.4,82.1,185.6,121.7,179.6,2.7,20.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('70#雷电分析仪',9.7,'否','正常','打开',229.3,136.3,147.6,89.6,71.2,12.2,199.6,170.5,161.0,5.6,31.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('22#雷电分析仪',9.7,'否','异常','闭合',132.4,206.6,114.2,14.0,35.8,63.1,144.2,108.3,168.5,2.5,29.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('76#雷电分析仪',9.3,'是','正常','闭合',198.0,196.5,176.0,58.0,74.3,19.0,219.3,183.3,116.9,8.4,39.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('72#雷电分析仪',2.9,'是','正常','打开',109.6,128.1,228.8,37.1,53.3,67.1,198.3,218.2,101.0,2.6,21.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('97#雷电分析仪',3.1,'是','正常','打开',220.8,179.4,128.0,84.2,14.3,74.2,236.3,144.5,220.3,3.6,31.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('68#雷电分析仪',5.3,'否','正常','闭合',123.8,113.0,134.1,78.5,35.7,19.1,186.0,137.0,187.8,8.9,24.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('47#雷电分析仪',0.3,'是','正常','打开',149.9,187.1,165.1,61.5,80.1,44.1,195.7,207.6,231.2,4.7,28.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('61#雷电分析仪',7.2,'是','正常','闭合',146.5,144.1,147.5,54.2,17.5,63.0,176.1,188.7,229.0,0.7,36.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('71#雷电分析仪',7.7,'否','异常','打开',104.4,169.1,223.6,22.1,61.9,46.1,196.6,164.9,152.2,2.3,38.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('1#雷电分析仪',6.4,'否','异常','打开',123.6,228.4,135.0,22.5,53.6,83.4,223.3,120.6,178.0,0.5,23.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('73#雷电分析仪',3.8,'是','异常','打开',202.0,140.2,150.2,58.9,64.1,28.9,154.5,200.9,130.1,7.9,30.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('81#雷电分析仪',5.4,'是','异常','闭合',205.8,156.8,219.2,50.0,19.3,44.2,193.1,184.8,197.0,3.4,21.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('7#雷电分析仪',6.2,'否','异常','闭合',226.7,103.3,190.8,39.5,88.9,75.9,172.2,231.7,132.7,0.5,31.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('31#雷电分析仪',1.5,'是','正常','打开',183.6,156.3,141.7,89.4,47.8,42.7,153.4,161.3,224.5,1.0,38.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('26#雷电分析仪',8.5,'是','正常','闭合',194.8,129.0,204.8,44.1,53.7,16.1,110.5,229.5,222.3,8.1,29.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('46#雷电分析仪',6.4,'是','正常','打开',159.7,238.5,148.0,40.5,20.9,80.4,152.3,165.4,126.9,1.5,25.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('18#雷电分析仪',6.0,'否','异常','打开',154.2,138.8,165.0,62.0,20.4,23.1,161.6,172.4,165.6,5.1,32.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('80#雷电分析仪',7.4,'是','异常','打开',195.2,104.6,154.0,84.7,76.7,37.9,145.2,225.5,157.1,2.7,38.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('15#雷电分析仪',3.9,'是','正常','闭合',175.2,130.9,138.9,22.5,44.3,61.1,234.3,226.7,215.0,7.2,22.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('95#雷电分析仪',9.5,'否','正常','闭合',121.7,105.4,119.4,76.2,23.7,54.7,208.7,144.9,167.5,5.5,38.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('48#雷电分析仪',7.3,'否','正常','打开',161.4,218.2,178.8,73.3,11.6,22.0,206.8,104.5,216.2,6.0,32.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('79#雷电分析仪',4.3,'否','异常','打开',206.6,133.7,199.2,19.2,66.6,73.0,118.1,239.4,122.4,2.9,25.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('58#雷电分析仪',1.4,'是','异常','打开',100.4,214.8,165.6,72.4,69.8,19.5,211.2,156.6,215.5,6.1,27.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('72#雷电分析仪',3.3,'否','正常','打开',163.6,208.7,238.2,25.6,71.6,67.4,138.0,153.4,158.3,9.1,35.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('27#雷电分析仪',5.4,'否','异常','打开',219.8,239.9,143.8,59.7,80.0,48.6,185.0,132.7,171.1,7.9,33.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('21#雷电分析仪',3.3,'否','异常','闭合',133.0,180.1,210.7,12.7,26.6,44.0,118.1,207.1,205.0,8.2,24.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('54#雷电分析仪',0.1,'是','异常','打开',236.9,116.2,105.1,41.5,66.7,17.3,210.0,118.1,149.8,0.0,30.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('18#雷电分析仪',9.3,'是','正常','闭合',123.7,102.6,160.8,22.5,67.1,11.3,122.6,156.5,102.8,5.4,29.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('57#雷电分析仪',1.2,'否','异常','闭合',194.7,237.3,134.3,60.0,67.2,41.9,200.3,239.9,176.5,8.3,23.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('92#雷电分析仪',3.8,'是','正常','闭合',114.0,142.2,174.1,42.5,43.6,48.4,123.3,135.8,157.9,6.2,38.3);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('16#雷电分析仪',6.9,'是','正常','闭合',142.2,158.3,147.5,34.9,34.2,25.8,103.0,202.7,170.3,1.2,20.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('29#雷电分析仪',8.4,'是','正常','打开',186.2,156.1,110.8,58.3,31.9,26.6,156.8,144.7,183.6,4.4,39.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('18#雷电分析仪',2.5,'是','正常','打开',206.4,119.8,211.8,25.1,19.3,21.3,195.3,202.3,112.2,5.6,21.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('41#雷电分析仪',1.7,'否','正常','闭合',200.0,224.4,196.4,63.7,55.4,54.3,127.6,135.1,166.5,0.9,34.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('9#雷电分析仪',6.7,'是','异常','打开',119.8,133.5,177.7,65.7,41.2,47.7,105.2,218.4,165.1,1.7,22.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('21#雷电分析仪',8.9,'是','异常','打开',202.2,207.7,132.5,83.7,56.4,53.4,102.5,209.9,220.9,4.3,34.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('13#雷电分析仪',6.8,'否','异常','闭合',223.1,212.9,111.5,87.1,63.2,36.4,164.0,217.8,170.7,6.8,22.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('20#雷电分析仪',6.0,'是','正常','闭合',119.1,222.9,189.0,10.8,51.5,52.4,185.8,151.8,113.5,4.8,38.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('1#雷电分析仪',3.5,'否','正常','打开',213.7,225.4,144.8,61.4,21.9,71.8,216.8,216.8,105.5,5.7,39.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('57#雷电分析仪',5.3,'否','异常','打开',125.5,209.5,218.4,50.0,32.3,73.2,115.0,170.0,102.1,7.1,25.5);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('63#雷电分析仪',1.4,'否','正常','打开',104.9,210.8,227.6,26.6,39.0,24.0,166.5,215.1,141.2,9.8,20.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('10#雷电分析仪',3.8,'否','异常','闭合',115.8,233.6,144.7,68.4,23.0,32.1,141.8,236.9,177.7,3.9,32.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('25#雷电分析仪',4.7,'否','异常','闭合',220.5,115.3,211.4,71.9,22.4,13.0,173.5,128.3,174.2,4.4,38.8);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('76#雷电分析仪',9.7,'是','异常','打开',223.6,122.8,183.2,40.4,62.2,47.7,139.5,230.7,105.8,8.7,29.4);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('33#雷电分析仪',6.7,'是','异常','闭合',238.6,136.6,209.7,23.8,52.6,41.1,124.5,124.4,201.8,3.3,33.1);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('74#雷电分析仪',9.7,'否','正常','闭合',216.2,108.3,136.2,33.8,42.7,86.0,170.4,207.2,195.3,7.1,39.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('59#雷电分析仪',0.6,'否','异常','闭合',160.8,148.3,228.3,22.2,67.8,48.7,218.1,113.3,191.8,6.5,33.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('77#雷电分析仪',9.6,'是','异常','闭合',169.0,166.0,177.1,27.6,69.3,63.3,239.1,127.9,118.7,1.8,25.2);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('21#雷电分析仪',3.3,'否','异常','闭合',200.4,225.6,210.8,64.0,46.5,59.5,137.9,133.7,128.5,6.0,34.0);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('21#雷电分析仪',3.9,'是','正常','打开',191.6,157.1,178.6,43.3,62.5,41.4,225.1,109.2,107.8,9.3,21.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('31#雷电分析仪',9.5,'是','正常','闭合',211.2,238.4,181.1,50.8,55.1,81.3,157.5,151.4,217.6,7.5,32.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('23#雷电分析仪',9.3,'是','异常','打开',104.2,206.8,132.7,44.6,39.1,36.5,190.8,238.6,162.3,0.6,35.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('36#雷电分析仪',4.3,'否','正常','打开',204.1,141.8,124.4,55.3,42.8,74.4,123.5,147.3,189.2,0.0,36.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('37#雷电分析仪',7.3,'是','正常','闭合',219.0,141.7,154.5,47.5,67.9,63.0,163.3,120.4,226.5,6.4,28.9);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('98#雷电分析仪',6.5,'否','正常','闭合',102.3,208.9,167.7,76.3,26.1,18.2,135.0,110.9,218.9,3.8,20.6);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('58#雷电分析仪',0.9,'是','正常','打开',193.7,227.5,199.3,32.0,28.8,56.3,230.6,179.0,221.1,4.9,28.7);
INSERT INTO terminal2 (terminal_description, resistance, earthing, SPD, kk, UA, UB, UC, IA, IB, IC,IrA, IrB, IrC, humidity, temperature) VALUES('17#雷电分析仪',3.7,'否','正常','打开',125.2,217.7,165.2,36.7,56.1,38.0,204.4,125.4,197.4,4.7,29.8);
